CustomerID,Age,Annual_Income,Spending_Score,Gender
314,28,77800,76,Female
315,66,33707,22,Female
316,25,24548,2,Female
317,53,52727,93,Male
318,55,94222,77,Female
319,57,74223,99,Female
320,37,21553,13,Male
321,52,33137,57,Male
322,65,52087,34,Male
323,42,104767,19,Female
324,52,41220,9,Female
325,42,41382,95,Male
326,46,90548,33,Female
327,35,63898,27,Female
328,63,81060,45,Female
329,35,45458,2,Female
330,19,57967,79,Male
331,52,86312,83,Female
332,33,57103,57,Female
333,58,82461,95,Male
334,53,67745,57,Female
335,50,39207,16,Female
336,21,59673,79,Male
337,50,79627,6,Female
338,31,73388,14,Male
339,38,59194,27,Female
340,65,22165,38,Female
341,37,24080,19,Female
342,25,28333,37,Male
343,24,49791,4,Female
344,20,52457,58,Female
345,34,30491,90,Male
346,50,80450,9,Female
347,65,34724,40,Female
348,29,32588,15,Female
349,68,61764,4,Male
350,39,79478,90,Male
351,39,101097,52,Male
352,63,71650,18,Female
353,47,91596,53,Male
354,55,35758,59,Female
355,55,103194,99,Male
356,62,22770,54,Male
357,68,49923,41,Female
358,25,71213,60,Male
359,44,27895,93,Male
360,44,41458,88,Female
361,51,38281,4,Female
362,38,53795,85,Female
363,47,88431,39,Female
364,50,60336,7,Female
365,45,50738,23,Female
366,64,15000,85,Female
367,50,69335,63,Female
368,22,75800,65,Male
369,65,25999,41,Female
370,36,58660,89,Male
371,21,63860,95,Female
372,52,79292,44,Female
373,66,45504,45,Male
374,34,42492,69,Male
375,61,50870,95,Male
376,45,85688,51,Female
377,47,80876,65,Female
378,46,59573,54,Female
379,63,80395,56,Female
380,23,15000,94,Male
381,52,75833,82,Female
382,58,37624,72,Male
383,54,95340,90,Female
384,41,38715,40,Female
385,46,42944,58,Male
386,66,71248,15,Female
387,63,73179,19,Male
388,48,51073,10,Female
389,52,67428,88,Female
390,50,69907,16,Female
391,69,67862,43,Female
392,38,51908,31,Female
393,49,70104,16,Male
394,40,88127,80,Female
395,50,35490,28,Female
396,20,43198,62,Female
397,35,60545,20,Female
398,42,38875,35,Male
399,59,23931,59,Female
400,48,81862,9,Male
401,20,15424,10,Male
402,57,51952,45,Male
403,63,75178,82,Male
404,41,65333,15,Male
405,67,52255,30,Female
406,49,38051,48,Male
407,64,66877,96,Male
408,39,40232,40,Male
409,40,65318,91,Male
410,19,62818,91,Male
411,44,63020,83,Male
412,59,47193,74,Female
413,19,100700,44,Female
414,43,67164,46,Male
415,34,54425,6,Male
416,57,65285,24,Male
417,50,44510,73,Male
418,26,52273,91,Male
419,60,107838,7,Female
420,65,44652,6,Female
421,56,58444,33,Female
422,46,50877,85,Female
423,59,39207,38,Female
424,43,68421,44,Female
425,52,60729,17,Male
426,67,78220,31,Male
427,42,76211,37,Female
428,41,78014,11,Male
429,30,41635,92,Female
430,24,72819,5,Female
431,53,73305,64,Female
432,62,39578,76,Male
433,37,53627,3,Male
434,18,30877,56,Female
435,25,73392,63,Male
436,63,73300,38,Female
437,33,88607,54,Male
438,31,55424,2,Male
439,29,69029,90,Female
440,68,79754,2,Female
441,40,44922,12,Female
442,32,41880,40,Female
443,45,45542,2,Male
444,51,53014,80,Female
445,19,42588,94,Male
446,49,46403,57,Female
447,40,77618,47,Male
448,39,58073,36,Female
449,68,66133,4,Female
450,42,48985,75,Female
451,39,47672,24,Male
452,39,65711,82,Male
453,66,62521,91,Female
454,69,75559,62,Male
455,59,86031,2,Female
456,23,46171,15,Male
457,32,77223,75,Female
458,60,38403,91,Female
459,54,101475,49,Male
460,50,44273,87,Male
461,25,73812,35,Male
462,61,38255,94,Female
463,61,56958,47,Male
464,22,90914,24,Male
465,56,43645,83,Male
466,21,104083,60,Male
467,23,59894,93,Male
468,62,79514,77,Female
469,49,68058,48,Female
470,69,69140,23,Male
471,47,31477,12,Female
472,64,50542,41,Male
473,52,83919,29,Male
474,57,53113,70,Female
475,69,62776,51,Female
476,33,29051,23,Female
477,30,49248,31,Female
478,67,82460,21,Female
479,59,34347,24,Female
480,47,74341,72,Female
481,36,63555,9,Male
482,34,55280,22,Male
483,36,54401,4,Male
484,45,50179,77,Female
485,43,51960,98,Male
486,54,78594,3,Male
487,43,51359,28,Male
488,40,96151,90,Male
489,26,65990,98,Female
490,29,48474,15,Male
491,18,79467,8,Male
492,18,72477,48,Male
493,64,26916,99,Male
494,51,39310,88,Male
495,49,57691,52,Female
496,65,28327,55,Male
497,42,101810,37,Male
498,57,76444,4,Male
499,62,59733,55,Male
500,18,53145,12,Male
501,33,48006,19,Male
502,56,20719,79,Female
503,22,25342,57,Male
504,39,98022,94,Male
505,46,91471,37,Female
506,20,48484,76,Female
507,29,78159,83,Male
508,43,70128,98,Male
509,33,72485,7,Female
510,68,31496,92,Male
511,54,23836,55,Female
512,39,83651,28,Male
513,46,20414,93,Male
514,31,57036,37,Male
515,45,52645,84,Female
516,22,50796,61,Female
517,64,66289,75,Female
518,66,46448,39,Female
519,47,67914,23,Male
520,63,62823,52,Male
521,69,101974,84,Female
522,22,32291,84,Female
523,29,60585,11,Female
524,33,68626,66,Female
525,43,54871,13,Male
526,43,33258,77,Female
527,65,85142,41,Male
528,38,66738,49,Female
529,56,34662,15,Male
530,53,68773,56,Female
531,50,94031,54,Male
532,47,59273,31,Male
533,54,59955,61,Male
534,40,91360,58,Male
535,27,40592,87,Male
536,22,94551,60,Male
537,53,79458,53,Male
538,51,41515,86,Male
539,69,46634,61,Male
540,48,49503,80,Female
541,27,23328,42,Female
542,36,65209,29,Male
543,49,42421,84,Female
544,18,65931,92,Female
545,22,34181,27,Male
546,62,78460,44,Male
547,21,74752,93,Female
548,33,45882,5,Male
549,41,67192,52,Male
550,33,61658,53,Male
551,19,89645,52,Female
552,66,39350,38,Female
553,45,56954,44,Female
554,49,47186,53,Male
555,44,60896,2,Male
556,37,70665,54,Male
557,41,46963,84,Male
558,29,52717,77,Male
559,67,79320,90,Female
560,52,87146,35,Male
561,50,69870,46,Female
562,50,57240,72,Male
563,68,55338,92,Female
564,60,70962,79,Male
565,54,64555,55,Male
566,29,27020,72,Male
567,20,71447,11,Male
568,18,42788,29,Female
569,50,31661,69,Male
570,57,26633,63,Female
571,27,55677,47,Female
572,60,39669,7,Female
573,61,15000,64,Male
574,46,52830,82,Male
575,30,50188,64,Female
576,29,57001,92,Male
577,48,47422,12,Female
578,63,96586,12,Female
579,19,70346,36,Male
580,68,50007,29,Male
581,67,58727,11,Female
582,52,88292,53,Female
583,40,79132,70,Male
584,34,32075,85,Male
585,43,40514,74,Male
586,25,44363,96,Female
587,46,51206,47,Female
588,43,48091,33,Female
589,27,60680,81,Male
590,43,74714,67,Female
591,51,78053,43,Female
592,68,53464,18,Female
593,58,27306,74,Male
594,24,39191,53,Female
595,21,49604,39,Male
596,67,35099,72,Female
597,62,82817,34,Female
598,28,36409,37,Male
599,46,72341,41,Male
600,53,26362,97,Male
601,42,73144,49,Female
602,38,57214,10,Male
603,53,90250,40,Female
604,27,37368,18,Female
605,54,48717,25,Male
606,26,52591,41,Male
607,41,56949,36,Male
608,52,53080,2,Male
609,66,53466,83,Female
610,52,53138,74,Female
611,65,18576,49,Male
612,53,79866,67,Male
613,35,117222,53,Female
614,66,65965,19,Female
615,56,37284,26,Male
616,49,39309,54,Female
617,41,72263,51,Female
618,40,67709,25,Female
619,49,54314,17,Female
620,54,75068,74,Female
621,29,18722,61,Female
622,66,75081,46,Female
623,30,64755,55,Female
624,40,40081,50,Male
625,42,31333,75,Female
626,52,62426,11,Male
627,58,88144,12,Male
628,47,55438,40,Male
629,34,42946,48,Male
630,66,63825,56,Male
631,37,96417,8,Female
632,65,68625,88,Male
633,42,70788,14,Female
634,39,84455,87,Male
635,30,69451,56,Female
636,36,44380,54,Female
637,66,25108,100,Male
638,53,41566,17,Female
639,29,37905,45,Male
640,58,73186,5,Female
641,36,75966,3,Female
642,29,63511,9,Male
643,26,34626,84,Female
644,24,95731,20,Female
645,45,51675,83,Female
646,31,72069,21,Female
647,48,60986,80,Female
648,69,64173,33,Female
649,36,71363,5,Male
650,64,46079,24,Female
651,33,86108,63,Male
652,22,28409,79,Female
653,52,39228,26,Male
654,29,85848,89,Female
655,42,71800,92,Male
656,69,110807,33,Female
657,38,61367,18,Male
658,53,94008,18,Male
659,40,22850,38,Male
660,33,31729,33,Female
661,56,77910,27,Female
662,62,25192,49,Female
663,59,56052,50,Male
664,56,83344,15,Female
665,31,70023,77,Male
666,48,60221,52,Female
667,22,51017,98,Male
668,52,64044,68,Male
669,40,71544,99,Male
670,46,46782,19,Female
671,60,67434,95,Male
672,28,81568,25,Female
673,35,55550,76,Male
674,64,61362,76,Female
675,29,69675,25,Male
676,26,71026,33,Male
677,27,77569,60,Male
678,61,39712,37,Female
679,34,49421,92,Male
680,55,50162,43,Male
681,24,41921,9,Female
682,63,24031,14,Female
683,30,15000,3,Male
684,57,83909,69,Female
685,59,28922,56,Female
686,26,91330,26,Male
687,67,74788,53,Female
688,44,51886,41,Male
689,19,72328,82,Male
690,22,68502,21,Male
691,46,37964,39,Female
692,54,59700,80,Female
693,55,40403,23,Male
694,36,73082,93,Male
695,25,45695,74,Female
696,65,58067,58,Female
697,62,57204,69,Male
698,18,62431,75,Male
699,39,93251,29,Male
700,69,55180,62,Female
701,34,84358,53,Male
702,24,69599,45,Female
703,42,88368,27,Male
704,62,53231,34,Female
705,21,73922,14,Female
706,53,58814,41,Male
707,23,15000,74,Female
708,48,38203,60,Female
709,36,71647,42,Male
710,61,70325,51,Female
711,56,34100,75,Female
712,44,64407,11,Male
713,27,70065,35,Female
714,43,59306,19,Female
715,36,74576,88,Male
716,56,71851,65,Male
717,20,59297,76,Male
718,62,49783,61,Female
719,30,80850,47,Male
720,67,69263,14,Male
721,45,32371,67,Male
722,37,64417,52,Male
723,45,36979,32,Male
724,25,40708,80,Male
725,58,46961,10,Male
726,56,60897,17,Female
727,18,67489,40,Female
728,20,51821,68,Male
729,30,52696,63,Male
730,45,49935,15,Female
731,66,80950,97,Male
732,42,15000,39,Female
733,50,53826,57,Male
734,55,90899,10,Female
735,23,70344,71,Male
736,61,85336,97,Female
737,62,19315,17,Female
738,49,35155,76,Male
739,62,70280,17,Female
740,64,91012,16,Female
741,38,37175,78,Male
742,33,52244,3,Female
743,38,68029,51,Female
744,28,30950,94,Female
745,54,70433,46,Female
746,53,15000,55,Male
747,52,69844,99,Female
748,36,40098,26,Female
749,37,51048,76,Female
750,35,73037,31,Female
751,64,68945,81,Male
752,58,59840,72,Female
753,66,79380,19,Male
754,31,25996,90,Male
755,32,64088,68,Female
756,48,44196,15,Male
757,18,78360,58,Female
758,20,73741,78,Female
759,33,74466,30,Female
760,40,92907,48,Male
761,28,82526,56,Male
762,29,56851,42,Female
763,27,59974,24,Male
764,49,72018,52,Male
765,33,62723,43,Male
766,25,74103,34,Male
767,55,15393,60,Female
768,29,97616,83,Female
769,41,61220,3,Female
770,45,27550,68,Male
771,25,41724,11,Female
772,45,17413,13,Female
773,53,38195,50,Female
774,43,57155,82,Male
775,25,90294,19,Male
776,67,68213,44,Male
777,45,64657,33,Female
778,45,37297,38,Female
779,54,43510,3,Female
780,58,45061,99,Male
781,53,45877,65,Female
782,44,52969,35,Male
783,34,54479,36,Male
784,26,53218,38,Male
785,50,46573,39,Female
786,37,62701,25,Male
787,30,53711,64,Female
788,45,28088,13,Male
789,65,60687,68,Female
790,46,57664,70,Male
791,30,28407,75,Female
792,63,48173,1,Female
793,52,71941,72,Male
794,23,37271,54,Female
795,35,35156,98,Female
796,68,53502,9,Male
797,22,72458,36,Male
798,64,96206,37,Female
799,42,73178,59,Male
800,19,81696,21,Female
801,27,66933,20,Male
802,47,46297,1,Male
803,67,73034,99,Male
804,62,58287,59,Female
805,22,67540,28,Male
806,50,41079,71,Female
807,18,69328,56,Female
808,35,57589,9,Male
809,49,64625,65,Male
810,64,58298,36,Male
811,66,54455,98,Male
812,28,69693,34,Male
813,38,51878,81,Female
814,43,28226,32,Male
815,42,22520,66,Female
816,39,63688,100,Female
817,44,51055,25,Male
818,66,25418,51,Male
819,30,62130,63,Female
820,50,58122,90,Female
821,51,50007,45,Male
822,58,64936,26,Female
823,52,86301,21,Female
824,18,85691,82,Female
825,38,62875,93,Male
826,65,58305,51,Female
827,23,63154,24,Female
828,45,66180,92,Female
829,34,54634,12,Male
830,22,63490,11,Male
831,48,28527,27,Female
832,22,61626,23,Female
833,55,69536,33,Female
834,20,50203,80,Male
835,40,58090,92,Male
836,54,37769,92,Female
837,54,34993,38,Female
838,27,64216,55,Female
839,27,45408,70,Female
840,36,24463,42,Female
841,34,37764,29,Female
842,38,40672,34,Female
843,31,75491,57,Male
844,26,63582,3,Male
845,63,42567,6,Male
846,18,48244,48,Female
847,68,86241,64,Male
848,62,78722,13,Female
849,30,37638,36,Male
850,21,83270,79,Male
851,18,58387,70,Male
852,66,75992,33,Male
853,57,56733,76,Male
854,49,83716,57,Female
855,51,36807,55,Female
856,45,54890,13,Male
857,48,84329,97,Female
858,25,15000,51,Male
859,56,59078,92,Male
860,43,52129,53,Male
861,51,73693,36,Female
862,20,81398,5,Male
863,67,74605,25,Male
864,29,64820,81,Female
865,18,60811,37,Male
866,61,53145,19,Female
867,22,64199,35,Female
868,47,89193,34,Female
869,47,43389,54,Female
870,34,51958,46,Female
871,65,58489,6,Female
872,64,80018,83,Female
873,40,64466,1,Female
874,32,79669,71,Female
875,54,80682,34,Female
876,38,71840,56,Female
877,31,38720,83,Female
878,19,93221,97,Female
879,28,88247,26,Female
880,68,61270,42,Female
881,56,32364,91,Female
882,55,28790,38,Female
883,51,65086,26,Male
884,55,45964,99,Male
885,67,25656,59,Female
886,51,28412,84,Female
887,35,50600,24,Male
888,47,63898,21,Male
889,32,88114,60,Female
890,44,69684,90,Female
891,68,52371,20,Male
892,51,67598,6,Female
893,69,65811,67,Male
894,55,74790,10,Female
895,50,59201,12,Male
896,41,80723,97,Female
897,32,76489,22,Female
898,47,61654,62,Male
899,59,57615,61,Female
900,68,78394,80,Male
901,34,45730,17,Male
902,22,29867,10,Male
903,46,29754,12,Female
904,21,44072,83,Male
905,27,73193,40,Female
906,34,51544,23,Male
907,27,64090,40,Male
908,34,50094,74,Male
909,37,50252,74,Male
910,41,39490,50,Female
911,22,58162,10,Female
912,51,56496,94,Female
913,23,68253,4,Female
914,19,65753,1,Female
915,30,56057,43,Female
916,60,29878,83,Male
917,60,81411,5,Female
918,65,58299,94,Female
919,28,61592,90,Female
920,68,92009,34,Female
921,64,78164,66,Female
922,40,68928,24,Female
923,33,59953,14,Male
924,48,59767,41,Male
925,28,64802,42,Female
926,33,68138,13,Male
927,25,94228,29,Female
928,21,109465,65,Male
929,57,65805,46,Female
930,21,16934,34,Male
931,42,40965,63,Male
932,20,96229,4,Female
933,49,74373,28,Female
934,20,68520,83,Male
935,44,56663,1,Female
936,46,36219,36,Female
937,49,93555,13,Female
938,67,43535,5,Female
939,68,74586,97,Female
940,36,33985,14,Female
941,38,55693,80,Male
942,22,79859,32,Female
943,35,55006,50,Female
944,45,52631,27,Male
945,59,60212,35,Male
946,39,33279,3,Male
947,38,29517,4,Female
948,23,74284,7,Male
949,18,51555,77,Male
950,22,74129,3,Male
951,58,82363,81,Male
952,29,83972,59,Male
953,43,27579,74,Male
954,63,46043,1,Male
955,51,70751,28,Male
956,66,71060,59,Female
957,31,104988,53,Female
958,43,41847,10,Male
959,62,83363,71,Female
960,44,67445,3,Female
961,26,27195,7,Female
962,43,49043,9,Male
963,64,65250,99,Male
964,39,25912,90,Female
965,64,18521,69,Male
966,47,24775,13,Female
967,60,65182,94,Male
968,65,50306,40,Female
969,34,47600,62,Male
970,43,48287,62,Male
971,53,31517,10,Female
972,18,50871,87,Female
973,25,23592,11,Female
974,66,83752,76,Female
975,52,93846,62,Male
976,69,15000,77,Male
977,32,50617,56,Female
978,64,51919,49,Female
979,39,56510,16,Male
980,31,80030,73,Male
981,43,50675,74,Male
982,45,58234,93,Male
983,40,119581,9,Female
984,31,57774,33,Female
985,41,95324,88,Male
986,19,70039,35,Male
987,62,48925,75,Female
988,43,45585,39,Female
989,31,59854,77,Male
990,68,37470,87,Female
991,24,42722,25,Female
992,20,51538,80,Male
993,64,65866,56,Female
994,40,96519,48,Male
995,63,50300,85,Male
996,60,69230,10,Male
997,64,27442,41,Female
998,62,81205,83,Female
999,35,25566,99,Female
1000,55,75967,59,Male
1001,52,58381,28,Female
1002,68,57586,41,Female
1003,32,53994,66,Male
1004,42,33974,51,Female
1005,54,35034,62,Female
1006,45,76730,30,Male
1007,27,60238,40,Female
1008,56,53848,40,Female
1009,34,68867,69,Female
1010,56,62026,62,Female
1011,39,44141,15,Female
1012,43,109219,100,Female
1013,61,74815,3,Male
1014,42,62541,24,Male
1015,34,49727,41,Male
1016,30,79055,63,Female
1017,37,44248,48,Male
1018,42,42564,61,Male
1019,21,93866,48,Male
1020,27,60613,47,Female
1021,20,44733,56,Male
1022,58,60113,76,Female
1023,62,77003,8,Male
1024,35,72425,78,Male
1025,64,79485,18,Male
1026,53,35008,84,Male
1027,64,78982,23,Female
1028,39,56418,69,Male
1029,51,61782,65,Male
1030,64,84189,46,Male
1031,25,74054,66,Female
1032,57,67021,80,Male
1033,66,20320,69,Male
1034,61,59089,22,Female
1035,36,44306,65,Female
1036,59,74220,12,Male
1037,58,79819,19,Male
1038,54,53959,22,Male
1039,23,46659,55,Male
1040,69,91126,62,Female
1041,43,47937,51,Male
1042,51,36109,48,Male
1043,62,43346,17,Male
1044,23,48900,13,Female
1045,54,42772,28,Female
1046,50,76907,67,Male
1047,39,16041,5,Female
1048,38,42348,100,Male
1049,23,59050,60,Male
1050,23,64204,15,Female
1051,65,93836,81,Female
1052,21,90904,44,Female
1053,47,27985,46,Male
1054,28,21839,29,Female
1055,47,60499,68,Male
1056,48,46536,96,Female
1057,41,36159,49,Male
1058,26,60322,43,Male
1059,20,64613,68,Male
1060,68,43220,77,Female
1061,48,47518,20,Female
1062,57,44759,18,Female
1063,54,51770,64,Male
1064,53,70828,49,Female
1065,41,38441,42,Female
1066,48,47186,12,Female
1067,23,52014,89,Female
1068,19,59864,94,Male
1069,37,65519,79,Female
1070,45,100845,36,Male
1071,28,71442,8,Male
1072,21,71918,28,Male
1073,32,54667,86,Male
1074,23,40402,60,Male
1075,66,49435,49,Female
1076,47,45793,38,Female
1077,55,67844,80,Male
1078,68,26974,58,Female
1079,19,71850,5,Male
1080,32,57655,46,Male
1081,28,74666,98,Male
1082,25,45521,75,Male
1083,43,41972,2,Female
1084,68,51866,89,Male
1085,62,51387,25,Female
1086,61,76126,1,Female
1087,22,75936,95,Female
1088,23,98100,69,Female
1089,43,50090,40,Male
1090,21,15000,68,Female
1091,36,51811,69,Male
1092,37,64613,69,Female
1093,50,74290,16,Male
1094,37,66072,54,Male
1095,66,50074,63,Female
1096,29,94283,18,Female
1097,64,39325,17,Female
1098,18,54507,99,Male
1099,43,38401,82,Female
1100,31,60391,4,Female
1101,55,91780,95,Female
1102,54,57181,95,Male
1103,28,57304,9,Female
1104,53,26080,31,Female
1105,30,54260,5,Male
1106,60,83009,100,Female
1107,20,54995,16,Male
1108,50,53644,42,Male
1109,23,82114,41,Male
1110,67,53728,80,Male
1111,27,85841,84,Male
1112,22,34307,30,Male
1113,40,73557,26,Male
1114,27,92926,49,Male
1115,61,80157,31,Male
1116,19,22654,50,Male
1117,30,47233,15,Male
1118,57,55160,52,Male
1119,19,80199,38,Male
1120,37,33367,38,Male
1121,18,39621,60,Female
1122,54,27896,20,Male
1123,26,43483,99,Female
1124,34,34967,87,Female
1125,26,91958,44,Female
1126,28,47052,89,Female
1127,32,73818,63,Female
1128,41,60359,50,Female
1129,55,60079,22,Male
1130,52,48171,72,Female
1131,47,75400,54,Male
1132,48,63086,9,Male
1133,66,61934,15,Female
1134,22,48131,48,Male
1135,61,51404,20,Male
1136,67,71778,35,Female
1137,31,64601,67,Male
1138,28,62469,60,Female
1139,26,44919,98,Female
1140,51,98882,34,Female
1141,29,50405,100,Female
1142,52,59394,99,Female
1143,52,56259,73,Male
1144,18,99094,94,Female
1145,57,54183,54,Female
1146,39,52353,90,Male
1147,46,62366,12,Female
1148,25,46129,88,Female
1149,28,62231,19,Female
